date,A1635,A3654,A55,TOT,TOTADJ
1994-01-01,0.0,0.0,0.0,0.0,0.0
1994-02-01,0.0,0.0,0.0,0.0,0.0
1994-03-01,0.0,0.0,0.0,0.0,0.0
1994-04-01,0.0,0.0,0.0,0.0,0.0
1994-05-01,0.0,0.0,0.0,0.0,0.0
1994-06-01,0.0,0.0,0.0,0.0,0.0
1994-07-01,0.0,0.0,0.0,0.0,0.0
1994-08-01,0.0,0.0,0.0,0.0,0.0
1994-09-01,0.0,0.0,0.0,0.0,0.0
1994-10-01,0.0,0.0,0.0,0.0,0.0
1994-11-01,0.0,0.0,0.0,0.0,0.0
1994-12-01,0.0,0.0,0.0,0.0,0.0
1995-01-01,0.0,0.0,0.0,0.0,0.0
1995-02-01,0.0,0.0,0.0,0.0,0.0
1995-03-01,0.0,0.0,0.0,0.0,0.0
1995-04-01,0.0,0.0,0.0,0.0,0.0
1995-05-01,0.0,0.0,0.0,0.0,0.0
1995-06-01,0.0,0.0,0.0,0.0,0.0
1995-07-01,0.0,0.0,0.0,0.0,0.0
1995-08-01,0.0,0.0,0.0,0.0,0.0
1995-09-01,0.0,0.0,0.0,0.0,0.0
1995-10-01,0.0,0.0,0.0,0.0,0.0
1995-11-01,0.0,0.0,0.0,0.0,0.0
1995-12-01,0.0,0.0,0.0,0.0,0.0
1996-01-01,0.0,0.0,0.0,0.0,0.0
1996-02-01,0.0,0.0,0.0,0.0,0.0
1996-03-01,0.0,0.0,0.0,0.0,0.0
1996-04-01,0.0,0.0,0.0,0.0,0.0
1996-05-01,0.0,0.0,0.0,0.0,0.0
1996-06-01,0.0,0.0,0.0,0.0,0.0
1996-07-01,0.0,0.0,0.0,0.0,0.0
1996-08-01,0.0,0.0,0.0,0.0,0.0
1996-09-01,0.0,0.0,0.0,0.0,0.0
1996-10-01,0.0,0.0,0.0,0.0,0.0
1996-11-01,0.0,0.0,0.0,0.0,0.0
1996-12-01,0.0,0.0,0.0,0.0,0.0
1997-01-01,0.0,0.0,0.0,0.0,0.0
1997-02-01,0.0,0.0,0.0,0.0,0.0
1997-03-01,0.0,0.0,0.0,0.0,0.0
1997-04-01,0.0,0.0,0.0,0.0,0.0
1997-05-01,0.0,0.0,0.0,0.0,0.0
1997-06-01,0.0,0.0,0.0,0.0,0.0
1997-07-01,0.0,0.0,0.0,0.0,0.0
1997-08-01,0.0,0.0,0.0,0.0,0.0
1997-09-01,0.0,0.0,0.0,0.0,0.0
1997-10-01,0.0,0.0,0.0,0.0,0.0
1997-11-01,0.0,0.0,0.0,0.0,0.0
1997-12-01,0.0,0.0,0.0,0.0,0.0
1998-01-01,0.0,0.0,0.0,0.0,0.0
1998-02-01,0.0,0.0,0.0,0.0,0.0
1998-03-01,0.0,0.0,0.0,0.0,0.0
1998-04-01,0.0,0.0,0.0,0.0,0.0
1998-05-01,0.0,0.0,0.0,0.0,0.0
1998-06-01,0.0,0.0,0.0,0.0,0.0
1998-07-01,0.0,0.0,0.0,0.0,0.0
1998-08-01,0.0,0.0,0.0,0.0,0.0
1998-09-01,0.0,0.0,0.0,0.0,0.0
1998-10-01,0.0,0.0,0.0,0.0,0.0
1998-11-01,0.0,0.0,0.0,0.0,0.0
1998-12-01,0.0,0.0,0.0,0.0,0.0
1999-01-01,0.0,0.0,0.0,0.0,0.0
1999-02-01,0.0,0.0,0.0,0.0,0.0
1999-03-01,0.0,0.0,0.0,0.0,0.0
1999-04-01,0.0,0.0,0.0,0.0,0.0
1999-05-01,0.0,0.0,0.0,0.0,0.0
1999-06-01,0.0,0.0,0.0,0.0,0.0
1999-07-01,0.0,0.0,0.0,0.0,0.0
1999-08-01,0.0,0.0,0.0,0.0,0.0
1999-09-01,0.0,0.0,0.0,0.0,0.0
1999-10-01,0.0,0.0,0.0,0.0,0.0
1999-11-01,0.0,0.0,0.0,0.0,0.0
1999-12-01,0.0,0.0,0.0,0.0,0.0
2000-01-01,0.0,0.0,0.0,0.0,0.0
2000-02-01,0.0,0.0,0.0,0.0,0.0
2000-03-01,0.0,0.0,0.0,0.0,0.0
2000-04-01,0.0,0.0,0.0,0.0,0.0
2000-05-01,0.0,0.0,0.0,0.0,0.0
2000-06-01,0.0,0.0,0.0,0.0,0.0
2000-07-01,0.0,0.0,0.0,0.0,0.0
2000-08-01,0.0,0.0,0.0,0.0,0.0
2000-09-01,0.0,0.0,0.0,0.0,0.0
2000-10-01,0.0,0.0,0.0,0.0,0.0
2000-11-01,0.0,0.0,0.0,0.0,0.0
2000-12-01,0.0,0.0,0.0,0.0,0.0
2001-01-01,0.0,0.0,0.0,0.0,0.0
2001-02-01,0.0,0.0,0.0,0.0,0.0
2001-03-01,0.0,0.0,0.0,0.0,0.0
2001-04-01,0.0,0.0,0.0,0.0,0.0
2001-05-01,0.0,0.0,0.0,0.0,0.0
2001-06-01,0.0,0.0,0.0,0.0,0.0
2001-07-01,0.0,0.0,0.0,0.0,0.0
2001-08-01,0.0,0.0,0.0,0.0,0.0
2001-09-01,0.0,0.0,0.0,0.0,0.0
2001-10-01,0.0,0.0,0.0,0.0,0.0
2001-11-01,0.0,0.0,0.0,0.0,0.0
2001-12-01,0.0,0.0,0.0,0.0,0.0
2002-01-01,0.0,0.0,0.0,0.0,0.0
2002-02-01,0.0,0.0,0.0,0.0,0.0
2002-03-01,0.0,0.0,0.0,0.0,0.0
2002-04-01,0.0,0.0,0.0,0.0,0.0
2002-05-01,0.0,0.0,0.0,0.0,0.0
2002-06-01,0.0,0.0,0.0,0.0,0.0
2002-07-01,0.0,0.0,0.0,0.0,0.0
2002-08-01,0.0,0.0,0.0,0.0,0.0
2002-09-01,0.0,0.0,0.0,0.0,0.0
2002-10-01,0.0,0.0,0.0,0.0,0.0
2002-11-01,0.0,0.0,0.0,0.0,0.0
2002-12-01,0.0,0.0,0.0,0.0,0.0
2003-01-01,0.0,0.0,0.0,0.0,0.0
2003-02-01,0.0,0.0,0.0,0.0,0.0
2003-03-01,0.0,0.0,0.0,0.0,0.0
2003-04-01,0.0,0.0,0.0,0.0,0.0
2003-05-01,0.0,0.0,0.0,0.0,0.0
2003-06-01,0.0,0.0,0.0,0.0,0.0
2003-07-01,0.0,0.0,0.0,0.0,0.0
2003-08-01,0.0,0.0,0.0,0.0,0.0
2003-09-01,0.0,0.0,0.0,0.0,0.0
2003-10-01,0.0,0.0,0.0,0.0,0.0
2003-11-01,0.0,0.0,0.0,0.0,0.0
2003-12-01,0.0,0.0,0.0,0.0,0.0
2004-01-01,0.0,0.0,0.0,0.0,0.0
2004-02-01,0.0,0.0,0.0,0.0,0.0
2004-03-01,0.0,0.0,0.0,0.0,0.0
2004-04-01,0.0,0.0,0.0,0.0,0.0
2004-05-01,0.0,0.0,0.0,0.0,0.0
2004-06-01,0.0,0.0,0.0,0.0,0.0
2004-07-01,0.0,0.0,0.0,0.0,0.0
2004-08-01,0.0,0.0,0.0,0.0,0.0
2004-09-01,0.0,0.0,0.0,0.0,0.0
2004-10-01,0.0,0.0,0.0,0.0,0.0
2004-11-01,0.0,0.0,0.0,0.0,0.0
2004-12-01,0.0,0.0,0.0,0.0,0.0
2005-01-01,0.0,0.0,0.0,0.0,0.0
2005-02-01,0.0,0.0,0.0,0.0,0.0
2005-03-01,0.0,0.0,0.0,0.0,0.0
2005-04-01,0.0,0.0,0.0,0.0,0.0
2005-05-01,0.0,0.0,0.0,0.0,0.0
2005-06-01,0.0,0.0,0.0,0.0,0.0
2005-07-01,0.0,0.0,0.0,0.0,0.0
2005-08-01,0.0,0.0,0.0,0.0,0.0
2005-09-01,0.0,0.0,0.0,0.0,0.0
2005-10-01,0.0,0.0,0.0,0.0,0.0
2005-11-01,0.0,0.0,0.0,0.0,0.0
2005-12-01,0.0,0.0,0.0,0.0,0.0
2006-01-01,0.0,0.0,0.0,0.0,0.0
2006-02-01,0.0,0.0,0.0,0.0,0.0
2006-03-01,0.0,0.0,0.0,0.0,0.0
2006-04-01,0.0,0.0,0.0,0.0,0.0
2006-05-01,0.0,0.0,0.0,0.0,0.0
2006-06-01,0.0,0.0,0.0,0.0,0.0
2006-07-01,0.0,0.0,0.0,0.0,0.0
2006-08-01,0.0,0.0,0.0,0.0,0.0
2006-09-01,0.0,0.0,0.0,0.0,0.0
2006-10-01,0.0,0.0,0.0,0.0,0.0
2006-11-01,0.0,0.0,0.0,0.0,0.0
2006-12-01,0.0,0.0,0.0,0.0,0.0
2007-01-01,0.0,0.0,0.0,0.0,0.0
2007-02-01,0.0,0.0,0.0,0.0,0.0
2007-03-01,0.0,0.0,0.0,0.0,0.0
2007-04-01,0.0,0.0,0.0,0.0,0.0
2007-05-01,0.0,0.0,0.0,0.0,0.0
2007-06-01,0.0,0.0,0.0,0.0,0.0
2007-07-01,0.0,0.0,0.0,0.0,0.0
2007-08-01,0.0,0.0,0.0,0.0,0.0
2007-09-01,0.0,0.0,0.0,0.0,0.0
2007-10-01,0.0,0.0,0.0,0.0,0.0
2007-11-01,0.0,0.0,0.0,0.0,0.0
2007-12-01,0.0,0.0,0.0,0.0,0.0
2008-01-01,0.0,0.0,0.0,0.0,0.0
2008-02-01,0.0,0.0,0.0,0.0,0.0
2008-03-01,0.0,0.0,0.0,0.0,0.0
2008-04-01,0.0,0.0,0.0,0.0,0.0
2008-05-01,0.0,0.0,0.0,0.0,0.0
2008-06-01,0.03650158,0.079236895,0.25411966,0.11716728,0.10831171
2008-07-01,0.038201,0.080461286,0.25546512,0.11862977,0.1096306
2008-08-01,0.039851055,0.079240315,0.25547653,0.118834406,0.10991379
2008-09-01,0.03980624,0.080984764,0.2519588,0.1184323,0.10938985
2008-10-01,0.038195547,0.079471655,0.24622692,0.11571834,0.1064971
2008-11-01,0.039612465,0.078197464,0.24236305,0.11464907,0.105941914
2008-12-01,0.039813403,0.07787821,0.2415653,0.11443518,0.10573411
2009-01-01,0.04103438,0.07568783,0.24079047,0.11418856,0.10498831
2009-02-01,0.040815685,0.07778773,0.2372679,0.11381998,0.105065115
2009-03-01,0.040063415,0.07798129,0.23881857,0.11417787,0.105114534
2009-04-01,0.039064646,0.079509266,0.24115033,0.11515471,0.105613865
2009-05-01,0.039068613,0.079165116,0.24085052,0.1150038,0.105324715
2009-06-01,0.038434718,0.07805011,0.24474645,0.11565914,0.1053623
2009-07-01,0.038533807,0.077287115,0.24184339,0.114585355,0.10469954
2009-08-01,0.038303994,0.07532977,0.24323541,0.11433388,0.104363866
2009-09-01,0.037631266,0.0758547,0.24243207,0.114121705,0.10409073
2009-10-01,0.038884778,0.07424324,0.24066773,0.11356266,0.10373767
2009-11-01,0.038566276,0.075505674,0.24132523,0.11417929,0.103930146
2009-12-01,0.038043078,0.07523176,0.24220602,0.11427769,0.10379205
2010-01-01,0.037046876,0.07575765,0.2412661,0.11380239,0.10354775
2010-02-01,0.03746835,0.0778378,0.23735017,0.113497324,0.10328484
2010-03-01,0.036524523,0.07941037,0.23682502,0.11361551,0.10307665
2010-04-01,0.03775209,0.078186095,0.23157564,0.11203768,0.10148746
2010-05-01,0.037836473,0.07901212,0.22953568,0.11177821,0.10132
2010-06-01,0.035835,0.07687284,0.23054118,0.11077349,0.10012161
2010-07-01,0.035927795,0.075556196,0.22701189,0.10929249,0.09907575
2010-08-01,0.036352556,0.07485722,0.22728112,0.109388426,0.09929814
2010-09-01,0.037678085,0.07530323,0.2293175,0.11068999,0.10041844
2010-10-01,0.03828547,0.07488436,0.23082663,0.1112846,0.100998566
2010-11-01,0.0382938,0.077002764,0.23257364,0.112626396,0.10225059
2010-12-01,0.03729549,0.07832625,0.23305017,0.11295737,0.10253552
2011-01-01,0.036740866,0.07630938,0.23381217,0.11258921,0.101763256
2011-02-01,0.037584633,0.078701384,0.23361117,0.11369347,0.102795064
2011-03-01,0.03833008,0.08027496,0.23628752,0.11541153,0.10409624
2011-04-01,0.039416645,0.07798914,0.2369442,0.11530037,0.10413921
2011-05-01,0.03926655,0.07912766,0.23625724,0.11544411,0.10446986
2011-06-01,0.03884705,0.07978446,0.235717,0.11541625,0.10422438
2011-07-01,0.038111214,0.07652119,0.23484313,0.11383537,0.10278257
2011-08-01,0.039187357,0.07853826,0.23252194,0.11424017,0.10325496
2011-09-01,0.038738787,0.076333515,0.23379798,0.11385983,0.10256348
2011-10-01,0.037759762,0.076802,0.23191215,0.11316446,0.101757206
2011-11-01,0.037230827,0.076533645,0.23372589,0.11354842,0.101930335
2011-12-01,0.03685956,0.07703021,0.23329255,0.11352766,0.10187006
2012-01-01,0.03581742,0.07713846,0.23156273,0.11339964,0.10092013
2012-02-01,0.03803221,0.07869137,0.23144382,0.11470085,0.102378376
2012-03-01,0.03908305,0.07924681,0.23350145,0.115985334,0.10382606
2012-04-01,0.0389651,0.07759355,0.23550896,0.116115935,0.10384641
2012-05-01,0.039535552,0.07684193,0.23337138,0.115414925,0.10328282
2012-06-01,0.038864646,0.07504733,0.23572953,0.11546749,0.102726035
2012-07-01,0.039172545,0.076404974,0.23263477,0.11506638,0.10228487
2012-08-01,0.03848009,0.07762485,0.23365189,0.11570115,0.10268591
2012-09-01,0.039194003,0.07889845,0.23820995,0.117985114,0.10484654
2012-10-01,0.038367823,0.07801077,0.2373172,0.11723245,0.104016095
2012-11-01,0.03926712,0.078712836,0.23819922,0.11818146,0.10478619
2012-12-01,0.039134964,0.07892234,0.23503768,0.117234185,0.10406116
2013-01-01,0.038989764,0.07829834,0.23392174,0.11661575,0.10343108
2013-02-01,0.04087487,0.07792134,0.23323254,0.1169869,0.104009345
2013-03-01,0.04114156,0.078945965,0.23459576,0.11792389,0.10493212
2013-04-01,0.04211606,0.07667468,0.23513287,0.11778247,0.10438339
2013-05-01,0.04148531,0.07596865,0.23165737,0.11624154,0.102955155
2013-06-01,0.040579293,0.0775817,0.22978665,0.11587549,0.10260063
2013-07-01,0.040397685,0.07542941,0.2305652,0.11548107,0.101936
2013-08-01,0.040191308,0.07914689,0.23062614,0.11669061,0.10301353
2013-09-01,0.039551623,0.07942303,0.23014669,0.11647237,0.10272524
2013-10-01,0.039784987,0.077367745,0.22978388,0.11588592,0.10210576
2013-11-01,0.04065454,0.07682507,0.22878763,0.11576497,0.10219135
2013-12-01,0.04000695,0.07391177,0.23081334,0.1153978,0.10153208
2014-01-01,0.039224077,0.0739151,0.23151606,0.11545939,0.10133013
2014-02-01,0.038666833,0.075150594,0.23567511,0.11713329,0.10263088
2014-03-01,0.038823076,0.07495808,0.23366475,0.11655135,0.10225072
2014-04-01,0.039807826,0.07515253,0.23275831,0.11670024,0.10230147
2014-05-01,0.04067824,0.07426611,0.2333094,0.11701159,0.10253922
2014-06-01,0.040788013,0.07483767,0.23220049,0.11690645,0.10231957
2014-07-01,0.039748896,0.0766421,0.23260874,0.117326714,0.10256836
2014-08-01,0.040351,0.07757624,0.23448586,0.118553646,0.10373045
2014-09-01,0.041239437,0.0787828,0.23465645,0.11939308,0.10454587
2014-10-01,0.040971577,0.07892612,0.23501293,0.119547635,0.104716316
2014-11-01,0.040463213,0.07873532,0.23556711,0.11959024,0.10482693
2014-12-01,0.039060064,0.07781466,0.23426688,0.118484825,0.10375922
2015-01-01,0.03915823,0.07501204,0.23220247,0.116883524,0.102213755
2015-02-01,0.038785897,0.07645733,0.23187873,0.11720249,0.10224856
2015-03-01,0.040393863,0.07931808,0.2340224,0.119480535,0.104273744
2015-04-01,0.04108602,0.07581937,0.2325419,0.11819021,0.10308461
2015-05-01,0.041731536,0.07907726,0.23194613,0.119299434,0.104225926
2015-06-01,0.043642938,0.0782797,0.23321958,0.120198674,0.10497924
2015-07-01,0.04220148,0.07568732,0.23213063,0.11858118,0.10360055
2015-08-01,0.041976564,0.07760069,0.23111519,0.1188504,0.10357313
2015-09-01,0.042366557,0.07777605,0.2336935,0.12002373,0.10444807
2015-10-01,0.041792303,0.07635981,0.23310682,0.1192979,0.10397516
2015-11-01,0.04170421,0.07656996,0.22731031,0.11740867,0.10245519
2015-12-01,0.04082452,0.0744818,0.22781786,0.11674896,0.10136859
2016-01-01,0.040092587,0.072369576,0.22516926,0.11488885,0.09982804
2016-02-01,0.039404962,0.073150985,0.22365884,0.11442486,0.09927858
2016-03-01,0.040897448,0.0736624,0.22949752,0.117174946,0.10167845
2016-04-01,0.04360861,0.07382474,0.2300113,0.11838928,0.102938406
2016-05-01,0.043201026,0.074927785,0.23150833,0.119201116,0.103878334
2016-06-01,0.04303923,0.074935935,0.2336649,0.11998629,0.10445136
2016-07-01,0.042434786,0.0744842,0.23192538,0.11907525,0.10381847
2016-08-01,0.041549105,0.07438916,0.23253196,0.119038984,0.10361276
2016-09-01,0.04132876,0.07440079,0.2341254,0.11961421,0.103480764
2016-10-01,0.04127019,0.07277596,0.23284993,0.11874608,0.10251147
2016-11-01,0.04169359,0.07371806,0.23045817,0.11840151,0.10210051
2016-12-01,0.041788694,0.07241333,0.23045282,0.11812153,0.10183691
2017-01-01,0.041049182,0.07284003,0.22988287,0.117854066,0.10160124
2017-02-01,0.040823154,0.074870296,0.2294276,0.118319705,0.10209143
2017-03-01,0.04239282,0.076240845,0.23170651,0.12016468,0.10390229
2017-04-01,0.04263459,0.0769411,0.23032503,0.12005219,0.10376487
2017-05-01,0.044301853,0.07724865,0.22931392,0.12040005,0.10415908
2017-06-01,0.042839788,0.075808994,0.22994208,0.11972231,0.10339277
2017-07-01,0.042540137,0.074943446,0.22910228,0.11910389,0.102892175
2017-08-01,0.040670358,0.07522875,0.23141721,0.119453765,0.10283452
2017-09-01,0.0407948,0.07345557,0.23318675,0.11969045,0.102782644
2017-10-01,0.04049333,0.07277478,0.22952138,0.11815832,0.10134177
2017-11-01,0.040173277,0.072016776,0.22678153,0.116902225,0.1001155
2017-12-01,0.04116641,0.07098354,0.22435893,0.11614121,0.09978281
2018-01-01,0.040295605,0.069775544,0.22142906,0.11444138,0.098240465
2018-02-01,0.04229118,0.06901509,0.22348431,0.11570514,0.099293545
2018-03-01,0.04339103,0.07150462,0.22704713,0.11816243,0.10156174
2018-04-01,0.042593874,0.070761174,0.22687113,0.117668584,0.100942776
2018-05-01,0.042246412,0.06970245,0.22887938,0.1180104,0.100672185
2018-06-01,0.040542085,0.071376525,0.22834057,0.11782643,0.10047762
2018-07-01,0.040384196,0.071371734,0.2230952,0.11590868,0.09912346
2018-08-01,0.041168064,0.070445426,0.22204836,0.11560641,0.09899869
2018-09-01,0.041063696,0.07173694,0.22475952,0.11700122,0.100043856
2018-10-01,0.042144727,0.069506876,0.2238788,0.1164561,0.09939563
2018-11-01,0.042569004,0.06960317,0.22543044,0.117270276,0.09999272
2018-12-01,0.042206757,0.070611365,0.22494741,0.117367394,0.099912696
2019-01-01,0.044907667,0.06761219,0.22204132,0.11639114,0.09935518
2019-02-01,0.044365335,0.070743196,0.2227196,0.11742813,0.10024541
2019-03-01,0.04376509,0.07118176,0.22479227,0.11815611,0.10067046
2019-04-01,0.043368645,0.06968193,0.22789624,0.11876476,0.101036064
2019-05-01,0.04231437,0.07222778,0.22643732,0.11868799,0.10115659
2019-06-01,0.042893004,0.07139925,0.22824878,0.11938719,0.101673014
2019-07-01,0.042337958,0.0680553,0.21963552,0.11510815,0.098016284
2019-08-01,0.042532347,0.06918697,0.22020474,0.115820244,0.09834558
2019-09-01,0.043041643,0.0672589,0.22126158,0.11586707,0.09819608
2019-10-01,0.042118903,0.06659913,0.21884862,0.1145205,0.0966865
2019-11-01,0.04447927,0.06906964,0.22355197,0.11780368,0.09990433
2019-12-01,0.04270803,0.07026295,0.22410408,0.117832966,0.09994889
2020-01-01,0.04321094,0.06854425,0.22344743,0.11742146,0.09923463
2020-02-01,0.043715537,0.07100753,0.22570483,0.11919831,0.1009311
2020-03-01,0.044379063,0.06685912,0.22382763,0.117557004,0.09946572
2020-04-01,0.04436643,0.064585954,0.21789564,0.11471673,0.09681082
2020-05-01,0.045534924,0.06409975,0.21594128,0.11427715,0.09663853
2020-06-01,0.047230437,0.063122876,0.21360639,0.11373944,0.09633848
2020-07-01,0.04685024,0.06301817,0.2071674,0.11122035,0.09465445
2020-08-01,0.04696559,0.064487845,0.2089767,0.11243723,0.09569488
2020-09-01,0.045496203,0.066147886,0.21361755,0.11424661,0.09683914
2020-10-01,0.04392963,0.06662892,0.21190743,0.11329687,0.09571857
2020-11-01,0.044859312,0.06805649,0.21572438,0.115483195,0.09735994
2020-12-01,0.044309698,0.06654605,0.21414834,0.11431325,0.096252255
2021-01-01,0.04442934,0.06492246,0.21532877,0.114320256,0.09598451
2021-02-01,0.047440447,0.06495482,0.21365511,0.114748076,0.09688378
2021-03-01,0.045581274,0.06676683,0.21518601,0.115273975,0.09739229
2021-04-01,0.046188656,0.06903883,0.21513088,0.11616752,0.09828793
2021-05-01,0.047346856,0.068881266,0.21937199,0.118133225,0.09969834
2021-06-01,0.050531644,0.071574114,0.2228601,0.12134342,0.10276312
2021-07-01,0.05073603,0.07066593,0.22251265,0.12105038,0.10236364
2021-08-01,0.04862642,0.06869889,0.22127426,0.11940248,0.100658216
2021-09-01,0.04941435,0.07107566,0.22175226,0.12060688,0.101889856
2021-10-01,0.048763923,0.06870824,0.21962819,0.11892953,0.100206874
2021-11-01,0.051879294,0.072586335,0.22151837,0.12186727,0.102972865
2021-12-01,0.05302497,0.072746195,0.22470155,0.1235003,0.10420365
2022-01-01,0.05410911,0.068697736,0.21910416,0.1199994,0.10265207
2022-02-01,0.05441639,0.06909765,0.22249734,0.121506535,0.10382282
2022-03-01,0.053797428,0.0722662,0.22594574,0.12360858,0.10548155
2022-04-01,0.05280879,0.074310794,0.22544564,0.12374317,0.10553331
2022-05-01,0.051103737,0.07324217,0.22778377,0.12379442,0.10499812
2022-06-01,0.050834578,0.07087974,0.23206507,0.12466288,0.10510767
2022-07-01,0.051759984,0.06992805,0.2290664,0.12358987,0.104728736
2022-08-01,0.051005587,0.06843652,0.22742325,0.12234811,0.10331686
2022-09-01,0.053302925,0.072309755,0.23123153,0.12571509,0.10631842
2022-10-01,0.05237632,0.07215638,0.2270875,0.12384107,0.10486628
2022-11-01,0.05160974,0.0715176,0.2274506,0.12359344,0.104322635
2022-12-01,0.052606363,0.071322076,0.22781236,0.12403596,0.104877606
2023-01-01,0.053401817,0.07010398,0.22550306,0.12247879,0.10407476
2023-02-01,0.05216901,0.06946968,0.22709997,0.12244792,0.10356235
2023-03-01,0.05407404,0.06755311,0.2310224,0.12399779,0.10444289
2023-04-01,0.053387355,0.06520731,0.23052762,0.12291454,0.103335306
2023-05-01,0.053862955,0.06990739,0.2310988,0.12471845,0.10546199
2023-06-01,0.056643337,0.07240066,0.23463725,0.12776993,0.10845909
2023-07-01,0.059412953,0.07502381,0.22787392,0.12693633,0.10856219
2023-08-01,0.060003158,0.07473077,0.22875318,0.12740341,0.10872742
2023-09-01,0.059173517,0.07398806,0.23056202,0.12762389,0.10847571
2023-10-01,0.058445953,0.07489631,0.22477962,0.12552111,0.107019275
